lens_id,lens_name,mount_id,focal_length_id,sharpness,aberration,bokeh,autofocus,handling,value,price,rating,description
144,SMC Pentax-A 50mm F2,3,3,8.2,8.3,8,0,8.6,8.8,$31.94 ,7.91,The SMC Pentax-A 50mm F2 is a compact standard lens released as a cheaper kit lens for Pentax auto-aperture bodies. It supports all exposure modes.
145,SMC Pentax-A 50mm F2.8 Macro,3,3,9.6,9.2,8.7,0,9.3,9.5,$143.31 ,9.55,The SMC Pentax-A 50mm F2.8 was the first Pentax macro lens to offer a fast aperture of F2.8. This lens supports auto metering and offers 1:2 (half life-size) reproduction. The front element is sufficiently recessed that no lens hood is needed.
146,SMC Pentax A* 85mm F1.4,3,4,9.9,9.2,9.8,0,9.9,8.9,$989.93 ,9.84,This manual-focus version of an extremely fast short tele/portrait prime lens. Being an A-series lens it supports all exposure modes.
147,SMC Pentax-A 100mm F2.8,3,4,9.3,8.9,9,0,9.8,9.8,$216.67 ,9.44,This lens is optically similar to its M version.
148,SMC Pentax-A 100mm F2.8 Macro,3,4,8.4,8.4,8.6,0,9.6,8.1,$468.92 ,8.85,This was the first Pentax 100mm macro lens to employ an aperture of 2.8 and 1:1 magnification.
149,SMC Pentax-A 100mm F4 Macro,3,4,8.8,9,8.6,0,9.1,8.6,$171.67 ,8.83,This lens is similar to the M version; a dental version with a special scale for dental photography was also available.
150,SMC Pentax-A* 135mm F1.8,3,4,9.9,9.1,9.9,0,9.9,9.6,"$1,365.00 ",9.47,This extremely-fast telephoto lens is large and heavy. It weighs 865g and has a 77mm filter diameter.
151,SMC Pentax-A 135mm F2.8,3,4,9.3,8.2,8.8,0,9.6,9.7,$137.74 ,9.16,This lens is slightly slower than its K-series counterpart- it features 4 elements in 4 groups and weighs 340g.
152,SMC Pentax A* 200mm F2.8 ED,3,4,9.7,8.7,9.1,0,9.3,9.7,$605.00 ,9.67,"The SMC Pentax A* 200mm F2.8 employs the finest of Pentax optical engineering, including extra-low dispersion elements. It can deliver exceptional photos, is relatively compact, and features a built-in hood."
153,SMC Pentax-A 200mm F4,3,4,8.4,7.9,8.3,0,9.1,8.8,$103.31 ,8,This lens is similar to the M version; it only weighs 405 grams.
154,SMC Pentax-A* 200mm F4 Macro ED,3,4,10,10,9.9,0,9,9.1,"$1,607.47 ",9.94,This is the manual-focus version of Pentax's 200mm macro.
155,SMC Pentax-A* 300mm F2.8 ED [IF],3,4,10,10,10,0,9.5,10,"$2,364.50 ",9.88,This fast lens weighs in at 3 kg.
156,SMC Pentax-A* 300mm F4,3,4,9.6,8.4,8.4,0,8.9,9.4,$482.57 ,9.06,"This lens is one stop slower than its faster A* counterpart, but it's also much more compact, only weighing 850g."
157,SMC Pentax-A* 400mm F2.8 ED [IF],3,5,10,10,10,0,8.3,9.7,"$3,075.00 ",10,"This immense lens is two stops faster than its standard A version, but it is also 5 times heavier, weighing in at 6 kg."
158,SMC Pentax-A 400mm F5.6,3,5,8.7,7.4,8.2,0,8.6,9.6,$350.68 ,8.7,"The SMC Pentax-A 400mm F5.6 lens is a compact extreme-telephoto lens featuring a tripod collar and built-in hood. Manual focus, auto aperture."
159,SMC Pentax-A* 600mm F5.6 ED [IF],3,5,9.3,7.3,9.5,0,8,7.8,"$2,450.00 ",8.89,"This lens is slower than its FA* successor, but also lighter and easier to handle."
160,SMC Pentax-A* 1200mm F8 ED [IF],3,5,9.5,8.5,9,0,9,10,"$8,833.33 ",9.67,"This is the the longest non-mirror extreme-telephoto lens ever made by Pentax. Manual focus, auto aperture."
161,SMC Pentax-A 24-50mm F4,3,6,8.2,8.2,7.3,0,8.8,8.7,$123.05 ,8.82,This lens is optically identical to the F-series autofocus version.
162,SMC Pentax-A 28-80mm F3.5-4.5,3,6,8.5,8,8,0,8.3,9.3,$46.00 ,8.83,This auto-aperture SMC 28-80mm lens was succeeded by an autofocus version with the same aperture range. Note that there is also a cheaper version without super multi coating and with a simpler optical design.
163,SMC Pentax-A 28-135mm F4,3,6,8,7.6,7.7,0,7.9,8.4,$109.22 ,7.45,This practical zoom lens features fixed aperture during zooming.
164,SMC Pentax-A 35-70mm F3.5-4.5,3,6,8.4,8,7.6,0,8.4,8.7,$49.83 ,8.06,This lens has variable aperture that is faster than that of the fixed-aperture A version at the short end and slower at the long end.
165,SMC Pentax-A 35-70mm F4,3,6,8.3,7.9,8.1,0,8.5,8.9,$44.27 ,8.29,"This is the only 35-70mm Pentax lens with fixed aperture, although faster versions with variable ranges exist."
166,SMC Pentax-A 35-80mm F4-5.6,3,6,8,8.2,6.4,0,7.4,9.4,$13.75 ,7.33,"This lens is a manual focus version of the autofocus smc Pentax-F 35-80 F4-5.6 lens, both of the same plastic build."
167,SMC Pentax-A 35-105mm F3.5,3,6,9,8.4,8.5,0,8.3,9.6,$104.69 ,8.9,This lens has faster aperture than that of its autofocus F version. It also delivers a macro mode accessible at all focal lengths.
168,SMC Pentax-A 35-135mm F3.5-4.5,3,6,8,8,7.5,0,7.5,10,$83.00 ,7.67,This is a manual-focus lens covering a large zoom range from wide-angle to short tele. It has a macro setting at 135mm.
169,SMC Pentax-A 35-210mm F3.5-4.5,3,6,8.3,8.5,8,0,6.5,8.8,$183.00 ,8,This lens as a great aperture range for its focal length.
170,SMC Pentax-A 70-210mm F4,3,6,8.6,7.6,8.2,0,7.9,9.2,$92.02 ,8.45,This popular lens has a macro function (at 70mm) in addition to its good speed.
171,SMC Pentax-A 80-200mm F4.7-5.6,3,6,8.5,8,7.5,0,7,9.5,$37.88 ,7.3,"This lens has a slower aperture range than both the K and M counterparts, but being an 'A' lens it supports Tv and Program exposure modes in addition to Av and Manual."
172,SMC Pentax-M 20mm F4,2,1,8.6,8.4,7.4,0,9.3,9.2,$243.84 ,8.84,This relatively slow extreme-wide-angle lens was more compact than its K predecessor.
173,SMC Pentax-M 28mm F2,2,2,9.2,8.5,8.7,0,9.3,8.1,$282.67 ,9.13,This fast wide-angle lens succeeded its K predecessor and is much more compact.
174,SMC Pentax-M 28mm F2.8,2,2,8,8,7.5,0,9.3,9,$51.97 ,8.32,"This popular lens came in two nearly-identical variations, depending on the year of production. The second version had the optical formula of the smc PENTAX-A version and it also looks like an early A lens (no silver decorative ring). Both optical designs have 7 lens elements in 7 groups and a 5 blade diaphragm. The first two images depict the first version and its optical diagram, while the last image show the second version. Data for the first version: The second version:"
175,SMC Pentax-M 28mm F3.5,2,2,8.9,8.6,6.9,0,9.3,9.4,$57.78 ,8.85,"The slower of the two M variants, it succeeded the original K 28mm lens."
176,SMC Pentax-M 35mm F1.4,2,2,0,0,0,0,0,0,N/A,N/A,"Originally just a prototype, this lens was manufactured for less than a year, and no copies have been sighted."
177,SMC Pentax-M 35mm F2,2,2,8.6,8.6,8.5,0,9.5,8.9,$135.00 ,8.68,This fast wide-angle lens succeeded its K version and is more compact.
178,SMC Pentax-M 35mm F2.8,2,2,8.8,8.4,7.4,0,8.9,9,$78.71 ,8.42,This lens has a faster M counterpart.
179,SMC Pentax-M 40mm F2.8,2,2,8.1,8.3,7.4,0,7.8,7.8,$94.90 ,7.9,"Also known as the ""pancake,"" this is the smallest SLR lens that Pentax ever produced. It includes all the features of any other M lens. In 2006, it was superseded by an even smaller DA version, but that version did not feature an aperture ring."
180,SMC Pentax-M 50mm F1.4,2,3,9.2,8.5,9.4,0,9.4,9.6,$75.63 ,9.27,"The SMC Pentax-M 50mm F1.4 is the fastest and largest of the 50mm standard M lenses. It is nevertheless more compact that most other M lenses, and smaller than the original SMC Pentax 50mm F1.4."
181,SMC Pentax-M 50mm F1.7,2,3,9.4,8.7,9,0,9.4,9.8,$40.41 ,9.34,The SMC Pentax-M 50mm F1.7 is a common standard lens that shipped with many early Pentax bodies.
182,SMC Pentax-M 50mm F2,2,3,8.2,8.2,8.4,0,8.9,9.4,$23.26 ,8.3,The smallest and slowest of the 50mm standard M lenses. This lens was manufactured over several years. The original version had a metal lens barrel like all other original M lenses. The late version had a plastic lens barrel and was manufactured from parts used in the A version. The aperture on the late version thus closes down linearly with the movement of the stop down lever like on all A lenses.
183,SMC Pentax-M 50mm F4 Macro,2,3,9.5,9.2,8.5,0,9.5,9.7,$101.54 ,9.29,"This slow macro lens was succeeded by faster A, F, FA, and D-FA versions."
184,SMC Pentax-M 85mm F2,2,4,9.4,8.5,9.3,0,9.7,9.3,$230.28 ,9.27,This compact portrait lens was succeeded by faster versions in the A and FA series.
185,SMC Pentax-M 100mm F2.8,2,4,9.3,8.5,8.9,0,9.3,9.5,$103.83 ,9.23,This is a compact non-macro 100mm telephoto lens.
186,SMC Pentax-M 100mm F4 Macro,2,4,9.6,8.8,8.5,0,9.3,9.3,$116.47 ,9.08,This macro lens was also released with a dental scale. It is capable of 1:2 magnification.
187,SMC Pentax-M 120mm F2.8,2,4,8.7,8.3,8.2,0,9.7,9.2,$125.27 ,8.92,The M 120mm F2.8 is a fast telephoto lens that's lighter than its K-series predecessor.
188,SMC Pentax-M 135mm F3.5,2,4,8.5,8.3,8.3,0,9.4,9.6,$47.36 ,8.59,The SMC-Pentax M 135mm F3.5 manual telephoto lens is slightly lighter than its K-series predecessor.
189,SMC Pentax-M 150mm F3.5,2,4,8.9,8.6,8.9,0,9.8,9.4,$102.94 ,8.9,This lens is slightly faster than its K-series predecessor.
190,SMC Pentax-M 200mm F4,2,4,8.7,8,8.5,0,9.3,9.3,$71.49 ,8.52,This is an extremely compact telephoto lens for its focal length.
191,SMC Pentax-M* 300mm F4,2,4,10,8.9,9.8,0,9.7,9.8,$462.73 ,9.69,This compact 300mm lens is the only member of the M* series.
192,SMC Pentax-M 400mm F5.6,2,5,8.6,4.8,6.8,0,8,9.2,$317.90 ,8.27,"This extreme-telephoto lens has a an A-series counterpart with a different optical formula whereas the ""K"" version is optically the same as the ""M""."
193,SMC Pentax-M Reflex 2000mm F13.5,2,5,0,0,0,0,0,0,N/A,N/A,The SMC Pentax-M Reflex 2000mm F13.5 lens is virtually identical to its original K version; it has the longest focal length ever produced by Pentax as well as fixed aperture due to the mirror lens design.
194,SMC Pentax-M 24-35mm F3.5,2,6,8.8,7.5,8,0,9.3,9.6,$128.17 ,8.79,This lens has a small yet useful focal range for wide angle shooting.
195,SMC Pentax-M 24-50mm F4,2,6,6.3,7.5,8,0,10,6.5,$95.00 ,7.5,"The M 24-50mm is a fixed-aperture, manual focus zoom lens with 2 separate rings for zooming and focusing. On an APS-C camera the range is a versatile moderate wide angle to short tele."
196,SMC Pentax-M 28-50mm F3.5-4.5,2,6,8.6,8.6,7.7,0,8.3,9.4,$62.50 ,8.14,This lens succeeded its original K version. The two versions have the same optics.
197,SMC Pentax-M 35-70mm F2.8-3.5,2,6,9.5,9,9,0,8.5,9.5,$77.74 ,9.21,This lens has an aperture range faster than that of all of its successors.
198,SMC Pentax-AF 35-70mm F2.8,2,6,8.7,8.3,8,0,6.7,7.3,$113.17 ,8.57,"The SMC Pentax-AF 35-70mm was the first autofocus lens from Pentax. The autofocus motor is built into the lens which also has room for 4 AAA type batteries. This first generation autofocus technology only works with the PENTAX ME-F camera. On all other bodies, the lens functions like an M-series lens which is why we list it in this section for M-lenses. No other smc PENTAX-AF lens was ever made available."
199,SMC Pentax-M 40-80mm F2.8-4,2,6,8.1,7.8,7.8,0,7.9,8.6,$43.88 ,7.48,"The M-series 40-80mm has a unique focal length range among all Pentax zooms. It offers a macro mode at 80mm. User dkpentax has discovered that there are two variants of this lens. The older variant has felt liner at the rear, see the image above. Also, a dedicated metal lens hood was available."
200,SMC Pentax-M 75-150mm F4,2,6,8.7,8,8.3,0,8.7,9.4,$58.28 ,8.69,The M-series 75-150mm is a compact manual-focus short telephoto zoom.
201,SMC Pentax-M 80-200mm F4.5,2,6,8.9,8.2,8.1,0,8.3,9.4,$51.59 ,8.7,"This lens succeeded the K 80-200mm; it came in two production versions. Version 1 is a rebadged version of the K counterpart, whereas the second version has a different optical design, and is slightly larger and heavier. The image above and the optical diagram show version 1. Version 1: Version 2:"
202,SMC Pentax 15mm F3.5,2,1,7.3,8,8.3,0,6.8,7.3,$679.17 ,7.93,"The SMC Pentax 15mm provides the largest rectilinear, full-frame field-of-view ever delivered by a Pentax prime lens. Horizontally, 100 degrees can be captured by this heavy yet relatively compact lens. It features 4 built-in filters since no front filter thread is present. Initially this lens was produced using a slightly lighter optical formula employing an Aspherical Element (AL). This version was quickly taken out of production by Pentax, probably due to cost of manufacturing, and only few of these lenses exist today. The spherical version of this lens came in two optically identical variants, but with different engraved names: SMC PENTAX 1:3.5/15 (early variant) or smc PENTAX 1:3.5 15mm (later variant)"
203,SMC Pentax 17mm F4 Fish-Eye,2,1,9.1,8.5,6.8,0,9.1,9.6,$255.00 ,9.14,"This interesting lens is exteremely compact and has a 180-degree diagonal field-of-view on a film camera, less on a DSLR. The image fills the frame and is not circular."
204,SMC Pentax 18mm F3.5,2,1,7.8,7.5,7.7,0,9.3,8.8,$420.56 ,8.75,This extreme-wide-angle lens is compact compared to the 15mm F3.5 and is very rare.
205,SMC Pentax 20mm F1.4,2,1,0,0,0,0,0,0,N/A,N/A,"The SMC Pentax 20mm 1:1.4 is an ultra wide-angle lens that was originally exhibited by Asahi at Photokina 1976. At the time, its wide F1.4 aperture made it the fastest 20mm lens of its kind. Despite this, the lens managed to be quite compact with barrel dimensions of just 80mm long x 65mm wide. It is also rumored that despite Asahi's exploration of aspherical lens designs at the time (such as in prototype version of the 15mm F3.5), this 20mm has an optical formula based solely on spherical elements. This 20mm is among the rarest Pentax K-mount lenses in existence, as it was never commercially produced. Only seven prototypes (each slightly different optically) are said to have been produced. An example of one of these prototypesotherwise a fully functional lenssold at auction for $6900 in 2022."
206,SMC Pentax 20mm F4,2,1,9.7,9.5,8,0,9.8,9,$304.29 ,9.11,"This slow extreme-wide-angle lens also exists as an M version, although different optically. It was later improved to f/2.8 in A and FA variations."
207,SMC Pentax 24mm F2.8,2,1,8.3,8.1,8.1,0,8.9,8.4,$134.86 ,8.44,"The SMC Pentax 24mm F2.8 is the faster of the two 24mm K series lenses produced, the other having a max. aperture of just F3.5. While both lenses have 9 elements in 8 groups, their optical construction is different. The K 24mm F2.8 lens was succeeded by the SMC Pentax-A 24mm F2.8 lens with the same optical formula."
208,SMC Pentax 24mm F3.5,2,1,8.6,7.8,8,0,9.2,9.4,$170.80 ,8.5,At F3.5 this is Pentax's slowest 24mm prime lens in K-mount. It is based on the M42 screw mount Super-Multi-Coated Takumar 24mm F3.5 lens.
209,SMC Pentax 28mm F2,2,2,9.6,9.4,9.4,0,9,8.9,$586.54 ,9.68,The fast Pentax K 28mm F2 is a one-of-a-kind lens. Future M and A series 28mm F2 offerings were made much smaller but had a different optical formula.
210,SMC Pentax 28mm F3.5,2,2,9.4,9.1,8.3,0,9.5,9.6,$103.12 ,9.36,The SMC Pentax 28mm F3.5 is the slower of the two K-series 28mm wide-angle lenses.
211,SMC Pentax 28mm F3.5 Shift,2,2,8.7,7.8,7.9,0,8.4,8.7,$510.63 ,8.88,This large lens allows for the correction of converging lines.
212,SMC Pentax 30mm F2.8,2,2,9.3,9,8.5,0,9.5,9,$244.36 ,9.37,The SMC Pentax 30mm F2.8 is the only 30mm prime lens ever produced by Pentax.
213,SMC Pentax 35mm F2,2,2,9.5,8.4,8.9,0,9,9.2,$248.64 ,9.19,"This fast wide-angle lens was later replaced by more compact M, A and FA versions."
214,SMC Pentax 35mm F3.5,2,2,9.5,8.9,7.7,0,9.7,9.4,$111.29 ,9.45,The SMC Pentax 35mm F3.5 is the slower and smaller version of the two K series 35mm lenses. The optical design goes back to that of the Auto-Takumar from 1959!
215,SMC Pentax 50mm F1.2,2,3,9.5,8.6,9.7,0,9.6,9,$338.06 ,9.29,The SMC Pentax 50mm F1.2 is the original version of Pentax's fastest SLR lens. It was later replaced by an A counterpart. A special gold-plated version was briefly made together with the Gold LX.
216,SMC Pentax 50mm F1.4,2,3,9,8.6,9.4,0,9.5,9.1,$82.00 ,9.24,This is the first bayonet version of the 50mm F1.4 lens by Pentax.
217,SMC Pentax 50mm F4 Macro,2,3,10,9,9.1,0,9.4,9.6,$161.80 ,9.54,"The SMC Pentax 50mm F4 macro lens was succeeded by an M version, and later by faster A, F, FA, and D-FA versions."
218,SMC Pentax 55mm F1.8,2,3,9.2,8.7,8.8,0,9.4,9.5,$51.01 ,9.4,"The SMC Pentax 55mm F1.8 is the faster version of the 55mm Pentax bayonet lens, unique to the K series."
219,SMC Pentax 55mm F2,2,3,8.7,8.6,9.1,0,9.5,9.3,$50.18 ,9,This is the cheaper version of the 55mm bayonet lens in the K series. It shares the optical formula and physical dimensions with the F1.8 variant.
220,SMC Pentax 85mm F1.8,2,4,9.5,9.3,9.7,0,9.1,9.2,$330.76 ,9.59,This is the fastest 85mm lens in the M/K series.
221,SMC Pentax 85mm F2.2 Soft,2,4,0,0,0,0,0,0,$520.00 ,9,"This is the fastest of the three ""soft"" lenses. Optically it is very simple with just two elements and thus much different from a regular 85mm lens."
222,SMC Pentax 100mm F4 Bellows,2,4,10,8.5,9.5,0,9.5,10,$103.75 ,7,This lens has no focusing ring and is intended for use on a Pentax bellows unit.
223,SMC Pentax 100mm F4 Macro,2,4,9.5,9,9.5,0,9.8,9.8,$126.43 ,9.38,This macro lens has a faster A-series counterpart.
224,SMC Pentax 105mm F2.8,2,4,8.9,8.9,9.1,0,9.7,7.7,$191.88 ,8.79,The SMC Pentax 105mm F2.8 is the only 105mm prime in bayonet mount to be produced by Pentax.
225,SMC Pentax 120mm F2.8,2,4,9.8,8.5,9.3,0,9.3,9.3,$237.00 ,9.38,This fast lens also has a lighter M version.
226,SMC Pentax 135mm F2.5,2,4,9.3,7.9,9.1,0,9,9.2,$175.57 ,9.24,"The Pentax 135mm F2.5 is Pentax's second-fastest 135mm lens, weighing in at 500g. It's famed for its excellent image quality."
227,SMC Pentax 135mm F3.5,2,4,9.4,8.6,8.8,0,9,9.4,$96.41 ,8.85,"The SMC Pentax ""K"" 135mm F3.5 is a first-generation manual telephoto prime lens with the Pentax K bayonet mount. It was succeeded by the more compact SMC-Pentax M 135mm F3.5"
228,SMC Pentax 150mm F4,2,4,10,8.5,9,0,9,10,$111.67 ,9.33,This lens has a relatively slow maximum aperture and was therefore succeeded by a smaller M version featuring F3.5.
229,SMC Pentax 200mm F2.5,2,4,9.2,7.4,9.6,0,8.2,8.9,$330.58 ,8.87,"This is the fastest Pentax 200mm lens ever produced. It has a longer minimum focusing distance and is slightly heavier than the A * 200mm lens that it resembles. Thanks to its fast opening (F2.5) and eight diaphragm bales, this lens produces not only a shallow depth of field wide open, but also a smooth bokeh."
230,SMC Pentax 200mm F4,2,4,9.3,8.6,8.5,0,8.9,9.5,$88.50 ,9.3,"This lens was introduced in 1975 and later, in 1977, replaced with a smaller M-series version."
231,SMC Pentax 300mm F4,2,4,8.5,6.3,8.1,0,7.7,9,$201.91 ,7.74,This original K-Mount 300mm lens is much heavier than its M* counterpart which was introduced later.
232,SMC Pentax 400mm F5.6,2,5,9,7.3,9,0,8.3,9.7,$357.43 ,8.86,This extreme-telephoto lens also comes in a slightly lighter M version with automatic diaphragm.
233,SMC Pentax 500mm F4.5,2,5,8.7,5.9,8.2,0,6.1,8.1,$578.93 ,7.64,This focal length is unique to the K series. It is based on the screw mount Takumar 500mm F4.5 lens.
234,SMC Pentax 1000mm F8,2,5,0,0,0,0,0,0,"$1,300.00 ",8,This heavy extreme-telephoto lens achieves very fast aperture for its focal length. The 52mm filter is attached inside the detachable mount.
235,SMC Pentax Reflex 1000mm F11,2,5,8.5,6.5,5.5,0,7,8.5,"$1,116.00 ",8.67,"The SMC Pentax Reflex 1000mm F11 is much shorter than the 1000mm F8, as it employs mirror elements at the cost of slower and fixed aperture."
236,SMC Pentax Reflex 2000mm F13.5,2,5,0,0,0,0,0,0,N/A,8,The SMC Pentax Reflex 2000mm F13.5 has the longest focal length ever produced by Pentax. It is a mirror lens with fixed aperture and features built-in filters. It was later succeeded by an M-series counterpart which did not differ functionally.
237,SMC Pentax 28-50mm F3.5-4.5,2,6,0,0,0,0,0,0,$80.00 ,7,This is the only non-mirror lens of the K series to have varying aperture.
238,SMC Pentax 45-125mm F4,2,6,8.5,7.5,8.1,0,8,8.7,$73.75 ,8.25,This popular zoom lens has a focal range which is unique to the K series.
239,SMC Pentax 80-200mm F4.5,2,6,8,7,7,0,6,8,$75.00 ,7.8,The SMC Pentax K 80-200mm is a manual telephoto zoom lens with a constant aperture of F4.5. It was later re-issued as an smc Pentax-M lens.
240,SMC Pentax 85-210mm F3.5,2,6,8.4,7.5,8,0,6,6.6,$238.83 ,7.9,This is the faster version of a 85-210mm Pentax K zoom. This lens came with a close-up lens (ATTACHMENT LENS 1:3.5/85-210mm) that allows for focusing down to 190 cm. The close-up lens is neatly stored in a top compartment in the dedicated lens case.
241,SMC Pentax 85-210mm F4.5,2,6,0,0,0,0,0,0,$69.50 ,6,This is the slower version of this zoom range K-series zoom.
242,SMC Pentax 135-600mm F6.7,2,6,9,7,9,0,7,8.5,$490.00 ,8,"For such a large zoom range, this lens's fixed aperture is impressive."
243,SMC Pentax 400-600mm Reflex,2,6,9.2,8.5,6.7,0,9,8.5,$354.29 ,8.4,This extreme-telephoto zoom is compact at the expense of speed. The aperture cannot be adjusted but varies when zooming. The front filter diameter is 67mm. A filter thread at the rear accepts 40.5mm filters.
244,Takumar-A 28mm F2.8,3,2,8.5,8.8,7.8,0,8.8,9.8,$48.67 ,8.43,"This manual focus, non-SMC lens (no super-multi-coating of the lens elements) supports automatic aperture (Tv, P) modes in addition to Av and M. Apart from the coating, the optical formula is that of the smc PENTAX-A 28mm f/2.8. This lens was also marketed as COSMICAR-A 28mm 1:2.8, MC AUTO CPC Phase 2 28mm 1:2.8, and MC AUTO CPC Phase 2 28mm MACRO 1:2.8, the latter presumably with a closer smallest focusing distance than the 30 cm of the other versions. Technical data are unfortunately not readily available for these variants."
245,Takumar 28mm F2.8 Bayonet,3,2,7.6,7.8,6.8,0,7.7,8.5,$37.75 ,7.8,"This lens has no super multi coating of the lens elements but is otherwise optically identical to the second version of the smc PENTAX-M 28mm f/2.8 lens. This lens has no ""A"" setting and thus does not support aperture automation (Tv and P modes are not supported)."
246,Takumar 135mm F2.5 Bayonet,3,4,8.8,7.4,8.8,0,8.8,9.5,$53.86 ,8.2,"This is a a budget lens; it is slightly faster than the non-SMC 135mm F2.8 telephoto lens. This lens has no ""A"" setting and thus does not support aperture automation (Tv and P modes), only Av and M exposure modes can be used."
247,Takumar 135mm F2.8 Bayonet,3,4,8.2,7.3,8.3,0,9.2,9,$45.33 ,8.57,"This is a manual, non-SMC Pentax lens. This lens has no ""A"" setting and thus does not support aperture automation (Tv and P modes), but only Av and M exposure modes."
248,Pentax-A 28-80mm F3.5-4.5,3,6,7.5,7.1,7.1,7,8.8,7,$23.20 ,6.71,The Pentax-A 28-80mm F3.5-4.5 is a manual focus zoom lens without SMC coating. Note that there is also a more expensive super multi coated version with more elaborate optics.
249,Takumar-A 28-80mm F3.5-4.5,3,6,6.1,6.3,6.1,6.8,6.5,6.9,$24.41 ,5.33,This manual focus zoom lens is similar to its PENTAX-A series counterpart except it has a macro mode with a close focus distance of a mere 24 cm. Neither lens is SMC coated.
250,Pentax-F 28-80mm F3.5-4.5,4,6,7.5,7.3,6.3,7.1,9.1,7.5,$29.88 ,7.5,This is an autofocus zoom lens with the same optics as the PENTAX-A 28-80mm. Neither lens has SMC coating. The optical formula is much simplified as compared to the SMC coated version.
251,Takumar-F 28-80mm F3.5-4.5,4,6,7.2,5.8,6.4,6.6,7.8,4,$37.43 ,6.43,This autofocus zoom lens has no SMC coating and is identical to the PENTAX-F 28-80mm lens. It has a simpler optical construction with only 8 elements as compared to the SMC coated smc PENTAX-F version.
252,Takumar-F 35-70mm F3.5-4.5,4,6,7.7,7.3,6.7,7.3,8.3,8,$45.00 ,7.33,"The Takumar-F 35-70mm is a 2x zoom lens similar to the SMC Pentax-F 35-70mm , though it lacks the SMC coating."
253,Pentax-A 70-200mm F4,3,6,7,5.5,7.5,0,5.5,7.5,$40.00 ,7,"The Pentax-A 70-200mm F4 is a budget zoom lens without SMC coating. It was launched in 1987 and re-released branded as Takumar-A two years later when Pentax decided to re-introduce the Takumar name for a K-mount budget line of lenses. It was also available under various third party names (Toyo-A, MC Finex, MC Cosmicar). It offers a macro mode at 200mm with nearly 1:3 magnification."
254,Takumar-A 70-200mm F4 Macro,3,6,6.8,4.8,7,6.5,7.8,7,$25.25 ,6.63,This telephoto zoom lens has no SMC coating. It is a re-release of the PENTAX-A 70-200mm lens which was introduced in 1987. It has a macro mode at 200mm and can deliver nearly 1:3 reproduction at 200mm.
255,Pentax-F 70-200mm F4-5.6,4,6,8.3,7.8,8,7.3,9.6,5,$53.17 ,7.78,This is an autofocus zoom lens without SMC coating. It is identical to the TAKUMAR-F 70-200mm F4-5.6.
256,Takumar-F 70-200mm F4-5.6,4,6,9,8.6,8.3,8.5,9.8,8.3,$67.82 ,8.45,This is an autofocus zoom lens without SMC coating. It is identical to the PENTAX-F 70-200mm F4-5.6.
257,Takumar-A 70-210mm F4.5-5.6,3,6,9,8,8,0,9,10,$30.00 ,8,"The Takumar-A 70-210mm is a compact, budget-oriented telephoto zoom with close-up capabilities. Manual focus, auto aperture with no SMC coating. Unlike its A-series counterpart, this has variable aperture and a different optical formula."
258,Takumar-F 70-210mm F4-5.6,4,6,8.7,8.5,8.3,8.8,9.6,7.7,$54.46 ,8.79,This is a budget version without SMC coating of the smc Pentax-F 70-210mm F4-5.6 zoom lens.
259,Takumar 80-200mm F4.5 Bayonet,4,6,8,6.7,8,0,8.7,7.3,$44.00 ,6.8,This is a non-SMC coated version of the Pentax-M (second version) 80-200mm lens. It was also marketed branded as CPC Phase 2.
260,SMC Takumar 15mm F3.5,8,1,9.9,9.4,8.6,0,9.3,9.6,"$1,135.67 ",9.78,"This extreme-wide-angle lens is optically identical to the K-mount version. It features open aperture metering and was produced in 1975, after the debut of the bayonet cameras."
261,Fish-Eye-Takumar 17mm F11,8,1,0,0,0,0,0,0,N/A,N/A,"This flat ""pancake"" Fish-Eye-Takumar 17mm F11 lens has fixed focus, a field of view of 180 degrees, and covers the full 24x36mm format. The diaphragm is a perforated disc with perfectly circular openings. This was the first fisheye lens from Pentax, and also the first fisheye lens to become available in M42 mount. The Takumar 17mm F11 was quickly replaced by the 18mm F11 in 1963. We have no official information available from Pentax on this lens so the information presented here is third hand. Some collectors doubt that this lens was ever manufactured. If you have a picture of the lens or official information please contact a forum administrator."
262,S-M-C/Super Fish-Eye-Takumar 17mm F4,8,1,8.7,9,4.7,0,8.9,9.4,$245.00 ,8.91,"This fast fish-eye lens has an image circle that completely covers the 24x36mm full frame format. It features a 180-degree angle of view diagonally. It came in two variants with these engraved names (each pictured above): 1: Fish-Eye-Takumar 1:4/17 2: Super-Multi-Coated FISH-EYE-TAKUMAR 1:4/17 The first variant is referred to as Super-Takumar in Pentax brochures from the time even though the engraved name does not have the word ""Super"" in it. Many other resources also refer to this lens as Super-Takumar. One might think that there are three variants: Takumar, Super-, amd Super-Multi-Coated, but that is not the case per our research. There are only the above mentioned two variants with the first being referred to under two names. The first variant is worthy of the Super designation, though, since it has the auto-aperture feature. The Super-Multi-Coated version supports open aperture metering with the Spotmatic F, ES and ES II, and therefore might as well have been labeled SMC Takumar."
263,Fish-Eye-Takumar 18mm F11,8,1,5.5,5.5,2.5,0,9.3,6,$158.29 ,6.38,"This lens has a field of view of 180 degrees and it covers the 24x36mm full frame image area. The aperture ring only has four positions (11, 16, 22, and 32). The diaphragm is a perforated disc with a perfectly circular opening for each of the four F-stop settings. The lens has fixed focus and thus no focusing ring."
